survey_id,member_id,survey_date,nps_score,csat_score,effort_score,feedback_text,survey_type
S00003620,M00004091,2023-04-19,7,3,4,Could not find what I needed online,post_call
S00003621,M00000783,2023-11-30,7,3,4,,periodic
S00003622,M00008355,2023-02-05,3,3,2,,periodic
S00003623,M00007944,2023-06-13,5,3,1,Too long wait time,post_call
S00003624,M00004041,2024-07-29,7,4,3,Website is confusing,post_digital
S00003625,M00004727,2023-10-13,4,1,2,,post_call
S00003626,M00003284,2024-11-26,0,4,6,Too long wait time,post_digital
S00003627,M00001980,2023-01-10,5,4,5,Agent was knowledgeable,post_call
S00003628,M00009741,2024-11-27,9,2,3,,periodic
S00003629,M00009882,2024-10-14,8,5,6,Had to call multiple times,post_call
S00003630,M00002023,2024-11-07,10,4,6,Quick and easy,post_digital
S00003631,M00000432,2024-06-11,8,4,3,Quick and easy,post_call
S00003632,M00000568,2023-03-03,9,4,4,,periodic
S00003633,M00000343,2024-08-31,6,2,3,Website is confusing,periodic
S00003634,M00004003,2023-08-07,8,4,2,Billing is unclear,periodic
S00003635,M00005047,2023-12-02,6,4,5,Too long wait time,periodic
S00003636,M00000993,2023-04-09,7,5,1,Had to call multiple times,post_digital
S00003637,M00008264,2024-12-17,6,1,3,Too long wait time,post_call
S00003638,M00005993,2023-07-05,10,4,4,Website is confusing,post_call
S00003639,M00001054,2023-03-09,1,5,1,,post_call
S00003640,M00005233,2024-06-26,7,4,3,Quick and easy,post_digital
S00003641,M00003913,2023-04-09,10,3,3,Too long wait time,annual
S00003642,M00000877,2024-10-09,4,3,2,Too long wait time,post_digital
S00003643,M00004251,2024-03-06,4,5,1,Could not find what I needed online,post_digital
S00003644,M00007475,2023-08-05,8,2,4,Had to call multiple times,post_call
S00003645,M00002321,2023-11-28,6,1,2,Billing is unclear,post_call
S00003646,M00001577,2024-09-08,9,5,4,Billing is unclear,periodic
S00003647,M00006553,2023-12-24,3,3,2,Could not find what I needed online,periodic
S00003648,M00006397,2023-01-09,3,5,3,Very satisfied with my plan,post_digital
S00003649,M00007556,2024-05-28,7,4,3,Quick and easy,annual
S00003650,M00005049,2023-04-04,1,4,4,,post_call
S00003651,M00008970,2023-04-11,1,1,1,,post_call
S00003652,M00001929,2024-12-01,0,3,3,Could not find what I needed online,periodic
S00003653,M00009346,2023-11-11,1,5,1,Agent was knowledgeable,periodic
S00003654,M00009662,2023-03-23,5,4,5,,post_call
S00003655,M00009987,2023-05-30,9,3,1,Process is too complicated,post_call
S00003656,M00005594,2024-09-11,3,3,1,,post_digital
S00003657,M00004583,2023-09-15,9,4,2,Could not find what I needed online,post_call
S00003658,M00003430,2024-08-19,7,5,1,,post_call
S00003659,M00003180,2024-05-10,4,3,1,,post_call
S00003660,M00007338,2023-11-28,7,4,7,,post_digital
S00003661,M00003634,2024-05-21,8,4,3,Had to call multiple times,post_call
S00003662,M00001096,2024-03-05,6,5,4,,post_digital
S00003663,M00008638,2024-12-21,3,4,3,Too long wait time,post_call
S00003664,M00008775,2024-08-30,6,3,2,,periodic
S00003665,M00006641,2024-04-11,8,2,3,Agent was knowledgeable,post_digital
S00003666,M00005087,2023-02-06,10,4,6,Very satisfied with my plan,post_call
S00003667,M00000138,2024-11-05,10,3,2,Billing is unclear,post_digital
S00003668,M00001467,2024-10-06,7,4,1,,post_call
S00003669,M00001100,2023-04-04,0,4,4,Agent was knowledgeable,post_call
S00003670,M00005946,2024-09-11,9,4,3,Could not find what I needed online,post_digital
S00003671,M00008391,2023-12-08,2,2,3,Had to call multiple times,post_call
S00003672,M00002660,2023-08-08,5,4,7,Website is confusing,annual
S00003673,M00006658,2023-05-05,8,2,7,,post_digital
S00003674,M00004268,2023-04-28,7,5,3,,post_digital
S00003675,M00008799,2024-01-09,7,3,4,Had to call multiple times,post_call
S00003676,M00004590,2024-01-19,7,3,3,Billing is unclear,post_digital
S00003677,M00004152,2023-07-05,4,3,5,,post_call
S00003678,M00004462,2023-02-10,1,1,2,,post_digital
S00003679,M00005106,2023-08-16,5,3,7,Quick and easy,periodic
S00003680,M00004512,2023-11-26,6,4,4,Agent was knowledgeable,post_call
S00003681,M00009475,2024-07-09,6,5,6,Website is confusing,post_call
S00003682,M00007463,2023-09-15,9,5,4,Process is too complicated,post_digital
S00003683,M00003617,2024-11-27,2,1,2,Very satisfied with my plan,post_digital
S00003684,M00002406,2023-11-17,1,3,1,Could not find what I needed online,post_call
S00003685,M00001878,2023-07-06,7,4,3,,post_digital
S00003686,M00003281,2024-03-20,7,3,3,"Great service, very helpful",post_call
S00003687,M00000015,2023-12-29,6,5,3,"Great service, very helpful",post_call
S00003688,M00001805,2023-04-15,5,2,4,,post_call
S00003689,M00003153,2024-01-15,8,4,1,,post_digital
S00003690,M00007314,2024-12-10,7,1,3,,post_digital
S00003691,M00003049,2024-03-30,9,4,3,Process is too complicated,post_digital
S00003692,M00001169,2023-04-01,8,3,6,"Great service, very helpful",post_digital
S00003693,M00004219,2024-07-13,5,2,4,Process is too complicated,post_call
S00003694,M00001929,2024-09-14,10,4,4,,periodic
S00003695,M00001093,2024-06-21,8,5,3,Had to call multiple times,periodic
S00003696,M00009049,2024-10-12,6,4,5,,periodic
S00003697,M00007986,2024-12-14,7,5,7,Agent was knowledgeable,periodic
S00003698,M00008639,2023-02-07,10,3,3,,post_digital
S00003699,M00007530,2024-03-07,9,2,2,,post_call
S00003700,M00002087,2024-08-16,8,3,4,Very satisfied with my plan,periodic
S00003701,M00002269,2023-10-10,6,3,2,"Great service, very helpful",post_call
S00003702,M00008455,2024-02-11,2,3,2,Quick and easy,periodic
S00003703,M00001869,2024-12-18,8,4,2,Very satisfied with my plan,post_digital
S00003704,M00007865,2023-04-08,4,5,3,,annual
S00003705,M00005698,2023-10-23,8,5,2,Very satisfied with my plan,periodic
S00003706,M00006609,2023-06-07,9,5,5,,annual
S00003707,M00006465,2024-05-08,7,3,2,Billing is unclear,periodic
S00003708,M00006304,2024-03-14,6,4,5,Website is confusing,post_digital
S00003709,M00006913,2023-06-15,1,4,5,"Great service, very helpful",post_call
S00003710,M00000950,2024-07-12,7,5,3,Could not find what I needed online,post_call
S00003711,M00003090,2024-12-13,4,3,2,,post_digital
S00003712,M00003583,2023-02-06,2,1,4,Quick and easy,post_call
S00003713,M00001112,2023-01-05,8,5,4,Too long wait time,post_call
S00003714,M00003962,2024-06-12,3,3,3,,post_digital
S00003715,M00004964,2023-01-14,7,4,4,,periodic
S00003716,M00007096,2023-12-30,8,4,3,Very satisfied with my plan,annual
S00003717,M00007945,2023-11-03,10,3,2,Too long wait time,annual
S00003718,M00009696,2024-01-14,5,5,6,Could not find what I needed online,post_digital
S00003719,M00004463,2024-03-07,7,3,1,,post_call
S00003720,M00008153,2023-06-02,6,2,3,Quick and easy,post_digital
S00003721,M00000233,2023-06-30,4,3,3,,post_call
S00003722,M00002909,2023-10-18,10,3,7,Agent was knowledgeable,periodic
S00003723,M00004090,2024-12-18,8,3,2,Agent was knowledgeable,periodic
S00003724,M00003024,2024-04-08,8,4,3,,periodic
S00003725,M00003683,2023-03-03,0,2,3,Process is too complicated,post_call
S00003726,M00007167,2023-12-16,7,5,7,,annual
S00003727,M00009837,2023-05-20,4,4,2,Billing is unclear,post_call
S00003728,M00009197,2024-08-08,10,4,4,,post_digital
S00003729,M00008044,2024-02-07,6,4,5,Website is confusing,periodic
S00003730,M00000501,2023-08-17,8,3,1,Very satisfied with my plan,annual
S00003731,M00004712,2024-04-22,8,5,5,,post_digital
S00003732,M00009778,2024-12-16,6,4,3,Had to call multiple times,post_digital
S00003733,M00001574,2024-09-27,10,2,3,Website is confusing,periodic
S00003734,M00004292,2023-06-24,7,5,4,Agent was knowledgeable,post_call
S00003735,M00000463,2023-07-10,8,3,2,Process is too complicated,post_digital
S00003736,M00003102,2023-01-02,2,4,3,Website is confusing,periodic
S00003737,M00005644,2024-07-30,1,3,1,Billing is unclear,post_call
S00003738,M00005854,2024-06-28,0,4,4,Process is too complicated,post_call
S00003739,M00007399,2024-06-11,10,4,2,Quick and easy,post_call
S00003740,M00005887,2024-07-07,1,4,3,Very satisfied with my plan,post_digital
S00003741,M00009052,2023-07-13,6,3,4,Website is confusing,post_call
S00003742,M00002235,2023-12-20,4,4,3,,annual
S00003743,M00006797,2024-03-20,6,5,2,,annual
S00003744,M00007227,2024-01-30,7,4,4,Process is too complicated,post_digital
S00003745,M00007145,2024-02-08,9,4,4,Website is confusing,post_call
S00003746,M00009414,2023-08-31,7,1,1,Too long wait time,post_call
S00003747,M00008211,2023-01-14,9,5,1,,post_digital
S00003748,M00008433,2024-04-09,6,3,6,Had to call multiple times,post_call
S00003749,M00003112,2024-08-02,7,1,3,Agent was knowledgeable,annual
S00003750,M00000224,2023-02-25,8,4,4,,post_call
S00003751,M00004320,2023-04-08,6,4,4,Agent was knowledgeable,post_call
S00003752,M00008527,2024-03-03,5,5,3,,post_digital
S00003753,M00005803,2024-08-20,2,5,1,Process is too complicated,post_call
S00003754,M00008659,2024-12-22,9,4,4,Had to call multiple times,periodic
S00003755,M00004367,2023-01-31,9,4,4,"Great service, very helpful",post_call
S00003756,M00006360,2023-07-27,1,4,3,Website is confusing,annual
S00003757,M00001153,2024-06-25,7,4,4,Quick and easy,annual
S00003758,M00000546,2024-03-16,4,2,6,"Great service, very helpful",periodic
S00003759,M00001899,2024-07-17,5,4,7,Website is confusing,post_digital
S00003760,M00002543,2023-11-06,8,3,3,,post_call
S00003761,M00002961,2024-11-13,9,3,1,Billing is unclear,post_digital
S00003762,M00003365,2024-12-04,7,4,3,,annual
S00003763,M00008124,2024-03-10,7,3,4,Too long wait time,periodic
S00003764,M00001866,2023-01-04,1,3,2,"Great service, very helpful",post_digital
S00003765,M00007695,2024-12-09,6,4,1,Too long wait time,post_digital
S00003766,M00004284,2024-09-27,1,4,3,Had to call multiple times,annual
S00003767,M00002003,2024-12-14,1,4,2,,post_digital
S00003768,M00006545,2023-05-30,3,3,5,,post_digital
S00003769,M00003835,2023-04-15,10,2,5,,post_digital
S00003770,M00000746,2023-06-03,7,4,3,,periodic
S00003771,M00008043,2023-03-26,7,5,1,,post_call
S00003772,M00009254,2023-11-14,9,4,1,Very satisfied with my plan,post_call
S00003773,M00003752,2023-05-12,7,4,2,Quick and easy,post_call
S00003774,M00009960,2023-01-30,8,2,4,,post_call
S00003775,M00007034,2023-10-31,9,5,4,"Great service, very helpful",post_call
S00003776,M00008075,2023-12-28,6,2,4,,post_digital
S00003777,M00005314,2024-03-08,7,4,6,,post_digital
S00003778,M00001893,2023-03-26,3,5,4,Very satisfied with my plan,post_call
S00003779,M00004939,2023-03-05,9,4,4,,annual
S00003780,M00004664,2023-05-23,4,4,3,Very satisfied with my plan,post_digital
S00003781,M00009001,2024-04-13,1,2,1,Billing is unclear,post_call
S00003782,M00005624,2024-09-01,1,3,3,"Great service, very helpful",post_digital
S00003783,M00006796,2023-07-25,1,4,4,Very satisfied with my plan,post_digital
S00003784,M00009155,2023-02-23,1,4,2,Agent was knowledgeable,post_digital
S00003785,M00002927,2024-03-06,1,3,4,Could not find what I needed online,annual
S00003786,M00004712,2024-03-07,3,3,3,Website is confusing,periodic
S00003787,M00000332,2024-04-23,6,3,4,,post_call
S00003788,M00003769,2024-10-11,4,4,5,Too long wait time,post_digital
S00003789,M00005985,2023-01-15,9,4,3,,periodic
S00003790,M00005547,2024-11-28,3,4,1,,annual
S00003791,M00003670,2023-02-05,3,1,2,Agent was knowledgeable,post_call
S00003792,M00007393,2023-04-10,8,4,1,Billing is unclear,post_digital
S00003793,M00004766,2024-10-01,8,3,6,Website is confusing,post_call
S00003794,M00004010,2023-06-05,5,5,2,"Great service, very helpful",post_call
S00003795,M00005969,2023-06-25,9,4,7,Website is confusing,post_digital
S00003796,M00002233,2023-02-26,5,3,4,Too long wait time,post_call
S00003797,M00001051,2023-11-18,2,4,4,,annual
S00003798,M00002444,2023-04-04,2,3,3,Process is too complicated,post_call
S00003799,M00002859,2023-03-08,7,3,7,Had to call multiple times,post_digital
S00003800,M00006624,2024-02-09,7,5,7,Too long wait time,periodic
S00003801,M00003285,2024-06-19,7,2,3,"Great service, very helpful",periodic
S00003802,M00006171,2024-10-08,5,4,4,Billing is unclear,post_call
S00003803,M00004734,2024-09-22,8,1,3,Had to call multiple times,post_digital
S00003804,M00001852,2024-01-22,10,5,5,Website is confusing,annual
S00003805,M00000706,2023-07-30,0,3,7,,post_digital
S00003806,M00000889,2024-07-15,2,4,6,Too long wait time,annual
S00003807,M00009703,2024-12-10,5,2,3,,post_digital
S00003808,M00005371,2024-11-25,8,1,1,Billing is unclear,post_digital
S00003809,M00007141,2024-11-02,2,3,3,Website is confusing,periodic
S00003810,M00006874,2023-09-09,0,5,1,Had to call multiple times,post_call
S00003811,M00003763,2024-06-11,3,4,7,Could not find what I needed online,periodic
S00003812,M00004680,2023-02-01,7,2,3,,post_digital
S00003813,M00003372,2024-06-22,8,4,2,Website is confusing,annual
S00003814,M00008959,2024-05-21,10,3,6,Agent was knowledgeable,post_call
S00003815,M00000220,2024-10-17,4,2,4,,post_digital
S00003816,M00002850,2023-05-21,7,4,3,Too long wait time,post_call
S00003817,M00009622,2023-05-09,6,4,3,,post_call
S00003818,M00004993,2023-07-18,5,5,6,Agent was knowledgeable,post_digital
S00003819,M00000803,2024-10-01,8,5,3,Very satisfied with my plan,post_call
S00003820,M00005250,2024-12-30,8,5,3,Billing is unclear,periodic
S00003821,M00006961,2024-09-02,1,2,5,Website is confusing,post_call
S00003822,M00006406,2023-08-08,8,3,3,,post_call
S00003823,M00001987,2023-01-03,9,3,5,Could not find what I needed online,post_call
S00003824,M00006210,2023-05-07,10,3,2,Process is too complicated,post_call
S00003825,M00000910,2023-09-11,6,3,1,Quick and easy,post_call
S00003826,M00004586,2024-05-05,6,4,2,"Great service, very helpful",post_call
S00003827,M00004853,2023-11-04,7,4,2,Could not find what I needed online,annual
S00003828,M00003650,2023-08-15,7,4,2,Too long wait time,post_digital
S00003829,M00006395,2024-09-17,9,4,1,Very satisfied with my plan,post_call
S00003830,M00002113,2024-11-23,7,5,2,,post_call
S00003831,M00001813,2024-12-12,5,3,1,"Great service, very helpful",post_call
S00003832,M00000335,2024-05-14,7,2,3,Had to call multiple times,post_call
S00003833,M00003689,2024-04-14,7,2,1,Quick and easy,periodic
S00003834,M00006735,2023-07-02,4,3,3,Very satisfied with my plan,post_call
S00003835,M00008177,2024-06-21,5,5,4,,post_call
S00003836,M00008627,2023-02-17,6,4,2,,periodic
S00003837,M00001980,2024-03-23,1,3,3,,post_call
S00003838,M00002117,2023-03-03,6,1,5,,post_call
S00003839,M00007847,2024-02-28,4,3,3,Too long wait time,post_digital
S00003840,M00007743,2024-02-26,6,4,3,,post_call
S00003841,M00007394,2024-06-30,8,2,4,Quick and easy,post_call
S00003842,M00009786,2024-09-13,2,4,2,Billing is unclear,post_digital
S00003843,M00003839,2024-07-23,1,2,4,,periodic
S00003844,M00002236,2024-04-16,4,4,1,,periodic
S00003845,M00002019,2023-09-18,7,3,2,,annual
S00003846,M00003127,2024-11-21,3,2,1,Agent was knowledgeable,post_call
S00003847,M00001499,2024-05-01,0,3,2,,periodic
S00003848,M00003798,2024-12-21,10,4,5,,post_digital
S00003849,M00003709,2023-10-04,9,4,3,Quick and easy,annual
S00003850,M00001280,2024-12-17,9,3,4,,post_digital
S00003851,M00000268,2023-12-05,10,3,4,Quick and easy,post_call
S00003852,M00006313,2023-05-13,3,4,3,Agent was knowledgeable,post_call
S00003853,M00001848,2023-02-26,10,4,5,Process is too complicated,post_digital
S00003854,M00005301,2024-04-04,3,4,4,,post_call
S00003855,M00003326,2023-12-01,0,3,7,Billing is unclear,post_call
S00003856,M00006997,2023-11-19,10,5,4,Website is confusing,periodic
S00003857,M00000752,2023-08-13,9,3,4,,periodic
S00003858,M00003461,2023-09-14,8,2,1,,post_digital
S00003859,M00009270,2023-12-05,2,2,2,Very satisfied with my plan,periodic
S00003860,M00001394,2024-05-29,5,5,3,Agent was knowledgeable,post_digital
S00003861,M00009342,2023-04-09,4,2,3,Quick and easy,periodic
S00003862,M00006262,2024-05-22,8,5,5,Too long wait time,post_digital
S00003863,M00007631,2023-05-30,7,1,5,Had to call multiple times,post_call
S00003864,M00003551,2023-09-29,4,3,4,Too long wait time,periodic
S00003865,M00000099,2024-03-29,8,2,4,Process is too complicated,post_call
S00003866,M00009244,2024-12-20,6,2,3,,post_digital
S00003867,M00003113,2024-09-10,7,5,4,,post_call
S00003868,M00003633,2023-09-17,8,4,5,"Great service, very helpful",annual
S00003869,M00004619,2023-03-06,8,3,2,Quick and easy,post_digital
S00003870,M00004384,2024-03-05,7,3,7,Process is too complicated,annual
S00003871,M00000771,2023-06-18,8,5,2,Too long wait time,post_digital
S00003872,M00008227,2024-11-07,7,3,5,,post_digital
S00003873,M00001687,2023-03-18,4,4,3,,post_call
S00003874,M00005716,2023-12-24,9,4,3,,post_call
S00003875,M00001501,2024-05-01,7,4,6,,post_digital
S00003876,M00003986,2024-09-18,10,3,2,Website is confusing,periodic
S00003877,M00003914,2023-03-10,9,4,3,Agent was knowledgeable,annual
S00003878,M00001597,2024-04-13,9,3,6,Website is confusing,periodic
S00003879,M00004735,2023-01-18,8,4,1,Too long wait time,post_digital
S00003880,M00002155,2023-02-07,2,1,3,,post_call
S00003881,M00008978,2024-01-01,6,4,2,"Great service, very helpful",post_digital
S00003882,M00006804,2024-08-09,6,4,7,Very satisfied with my plan,post_call
S00003883,M00001526,2024-02-14,3,4,5,,post_call
S00003884,M00009292,2023-12-22,6,4,4,,post_call
S00003885,M00001339,2023-03-26,8,5,4,,post_call
S00003886,M00000418,2023-06-21,1,3,3,,post_call
S00003887,M00001803,2024-12-08,8,2,2,Too long wait time,periodic
S00003888,M00004669,2024-06-02,8,5,5,,periodic
S00003889,M00001994,2023-05-06,7,5,1,Website is confusing,post_digital
S00003890,M00005790,2023-08-22,5,3,2,Quick and easy,periodic
S00003891,M00002128,2024-05-04,9,4,4,Process is too complicated,periodic
S00003892,M00001613,2023-12-03,4,5,1,,post_call
S00003893,M00009593,2023-11-19,4,5,4,Agent was knowledgeable,annual
S00003894,M00001692,2023-06-13,7,4,4,Had to call multiple times,post_digital
S00003895,M00000206,2023-07-04,10,4,4,Billing is unclear,post_digital
S00003896,M00006156,2023-04-19,7,4,2,"Great service, very helpful",post_call
S00003897,M00009055,2024-08-17,3,4,1,Website is confusing,annual
S00003898,M00006733,2024-03-31,2,4,2,Quick and easy,post_call
S00003899,M00002852,2023-01-24,1,4,4,,post_call
S00003900,M00009363,2023-01-06,7,4,3,,post_digital
S00003901,M00005211,2024-04-09,7,3,6,,post_digital
S00003902,M00001760,2023-04-29,4,5,4,Very satisfied with my plan,post_digital
S00003903,M00006592,2024-03-13,9,3,3,Too long wait time,post_call
S00003904,M00004926,2024-11-08,9,4,3,Could not find what I needed online,annual
